Plant_Height (cm),Chlorophyll (SPAD),Number of Flowers,Number of Harvested Fruits,Weight of Harvested Fruits (Kg),Fruit Height (mm),Sap pH,Sap K (ppm),Sap Ca (ppm),Sap Na (ppm),Sap NO3 (ppm),Sap Conductivity (mS/cm),Soil pH Horiba,Soil K Horiba (ppm),Soil Ca Horiba (ppm),Soil Na Horiba (ppm),Soil NO3 Horiba (ppm),Soil Conductivity Horiba (mS/cm),Fruit Diameter (mm),7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],Nitrogen,Phosphorus,Potassium,Year,Month,Day,Treatment_Num
57.9,49.93000000000001,11.4,0.0,0.0,0.0,5.8420000000000005,3365.0,305.0,41.9,1296.0,11.5215,6.960000000000001,55.0,89.55000000000003,14.9,59.8,0.6859999999999999,0.0,6.41,19.1,29.2,30.5,53.1,0.0,269.0,2.0,0.0,1.0,2024.0,9.0,11.0,22.0
153.2,58.13000000000001,11.5,0.0,0.0,0.0,5.66,3150.0,250.4,42.0,1226.0,9.986999999999998,6.805,43.4,72.9,9.45,56.5,0.3845,0.0,6.43,22.0,30.0,30.0,58.3,0.007,843.0,1.0,2.0,0.0,2024.0,9.0,11.0,12.0
68.0,50.650000000000006,9.9,0.0,0.0,0.0,5.820000000000001,2700.0,509.65,32.3,833.9,10.669999999999998,6.661,38.55,57.6,6.1,117.6,0.5943,0.0,6.5,20.6,28.8,29.5,58.6,0.007,494.0,0.0,0.0,0.0,2024.0,9.0,11.0,28.0
143.7,54.71,9.9,0.0,0.0,0.0,5.59,3370.0,124.7,41.9,1748.7,11.621,7.100999999999999,33.2,33.4,8.3,77.2,0.2678,0.0,6.45,20.1,28.8,29.9,51.6,0.008,888.0,0.0,0.0,0.0,2024.0,9.0,11.0,1.0
92.0,53.78,9.3,0.0,0.0,0.0,5.69,3470.0,183.0,42.65,1595.0,11.187,6.372,28.5,56.5,3.85,112.35,0.3007,0.0,6.38,24.2,28.8,29.1,58.7,0.025,489.0,1.0,0.0,2.0,2024.0,9.0,11.0,14.0
108.65,51.31,13.3,0.0,0.0,0.0,5.521999999999999,3425.0,220.8,60.0,1180.0,11.912000000000004,6.23,57.0,60.75,7.6,125.2,0.6258,0.0,6.3,36.9,27.6,29.0,52.5,6.441,246.0,0.0,0.0,2.0,2024.0,9.0,11.0,5.0
107.35,48.35000000000001,4.9,0.0,0.0,0.0,5.385999999999999,3260.0,328.8,45.8,1821.6,12.242,6.452,80.95,91.4,11.7,121.4,0.7955,0.0,6.46,17.9,28.0,29.6,52.1,0.067,245.0,2.0,2.0,2.0,2024.0,9.0,11.0,30.0
102.8,48.16,8.6,0.0,0.0,0.0,5.674999999999999,3195.0,174.45,35.1,1194.0,9.476,6.631,13.5,37.8,4.2,56.15,0.2096999999999999,0.0,6.43,23.5,28.4,30.0,54.3,0.565,252.0,0.0,2.0,0.0,2024.0,9.0,11.0,3.0
70.25,50.6,10.1,0.0,0.0,0.0,5.531499999999999,3940.0,229.4,59.95,1688.0,11.95,6.62,77.7,130.2,10.6,174.8,0.7242000000000001,0.0,6.47,26.5,28.4,30.4,52.5,0.006,257.0,0.0,1.0,2.0,2024.0,9.0,11.0,7.0
110.6,52.7,12.4,0.0,0.0,0.0,5.58,3225.0,155.9,45.8,955.0,9.924999999999995,5.975,28.8,89.35,5.5,46.3,0.493,0.0,6.41,19.2,28.8,30.2,53.6,0.008,897.0,2.0,2.0,0.0,2024.0,9.0,11.0,21.0
80.35,48.5,5.9,0.0,0.0,0.0,5.891,3040.0,381.5,43.0,2035.0,10.669,6.404999999999999,49.95,85.3,6.5,315.5,0.5054,0.0,6.65,19.4,28.8,30.3,51.3,0.008,259.0,2.0,0.0,2.0,2024.0,9.0,11.0,23.0
159.3,57.39,16.6,0.0,0.0,0.0,5.444999999999999,3330.0,91.5,44.0,1660.0,11.111999999999998,6.631000000000002,17.45,27.95,3.25,19.9,0.1814,0.0,6.45,16.3,27.6,29.4,52.4,0.027,270.0,2.0,1.0,0.0,2024.0,9.0,11.0,20.0
146.15,51.94,14.6,0.0,0.0,0.0,5.507,3470.0,176.7,42.6,2340.0,10.7,6.390000000000001,60.75,57.05,6.85,128.8,0.3975999999999999,0.0,9.0,29.6,27.2,28.7,52.9,3.663,282.0,0.0,1.0,1.0,2024.0,9.0,11.0,6.0
97.0,49.67,11.6,0.0,0.0,0.0,5.6000000000000005,3320.0,138.1,39.2,1916.0,9.6765,6.909999999999999,285.3999999999951,113.8,19.95,185.5,0.8637,0.0,6.26,17.6,27.2,28.5,56.1,0.554,289.0,1.0,2.0,1.0,2024.0,9.0,11.0,17.0
79.05,47.64,9.0,0.0,0.0,0.0,5.519999999999999,3315.0,300.5,42.55,1830.0,11.375,6.434,68.6,157.0,8.5,233.4,0.8471,0.0,6.2,16.8,27.1,28.1,57.5,0.205,243.0,2.0,1.0,2.0,2024.0,9.0,11.0,25.0
167.7,53.38000000000001,18.9,0.0,0.0,0.0,5.531,3650.0,197.3,58.9,1426.0,11.519000000000002,6.909999999999999,10.9,16.5,2.6,40.05,0.1061,0.0,6.2,24.7,28.0,28.3,58.7,0.101,304.0,1.0,1.0,1.0,2024.0,9.0,11.0,29.0
108.6,47.64,16.8,0.0,0.0,0.0,5.438,3270.0,202.26666666666668,43.5,1492.0,10.284,6.87,142.4,92.0,8.6,238.95,0.6810000000000002,0.0,6.23,15.6,28.8,28.2,61.4,0.531,847.0,0.0,1.0,0.0,2024.0,9.0,11.0,2.0
92.0,47.92,7.7,0.0,0.0,0.0,5.742,3180.0,159.1,39.1,2370.0,10.201,6.720999999999999,16.85,77.45,3.9,61.2,0.311,0.0,6.26,21.4,29.2,27.9,62.0,0.135,343.0,2.0,0.0,0.0,2024.0,9.0,11.0,19.0
78.3,47.190000000000005,9.1,0.0,0.0,0.0,5.707000000000001,3435.0,474.0,42.4,1878.0,11.18,6.534000000000001,210.9,81.5,9.65,142.65,1.9676999999999976,0.0,6.33,20.4,27.2,28.5,56.5,2.224,261.0,0.0,2.0,1.0,2024.0,9.0,11.0,8.0
133.6,55.7,17.9,0.0,0.0,0.0,5.473000000000001,3240.0,324.3,58.3,1080.0,11.634999999999998,6.287999999999999,58.65,41.3,5.8,50.8,0.4286,0.0,6.19,14.8,27.2,28.5,55.2,0.39,176.0,1.0,1.0,1.0,2024.0,9.0,11.0,15.0
73.4,53.82000000000001,10.9,0.0,0.0,0.0,5.599000000000001,3095.0,288.05,47.6,2030.0,9.316999999999998,6.564,84.75,78.6,14.8,153.7,0.6578,0.0,6.05,10.7,28.8,29.2,52.9,0.112,276.0,2.0,1.0,1.0,2024.0,9.0,11.0,24.0
73.4,51.64,10.0,0.0,0.0,0.0,5.539000000000001,3070.0,334.15,47.0,1689.8,11.207,6.734999999999999,61.25,55.6,13.95,139.4,0.5932999999999999,0.0,6.35,12.7,28.4,29.5,51.4,0.256,273.0,2.0,1.0,1.0,2024.0,9.0,11.0,24.0
127.4,52.13,23.4,0.0,0.0,0.0,5.4145,3295.0,516.0,55.75,1389.4,11.984,7.1,45.15,45.6,5.2,73.5,0.3215999999999999,0.0,6.4,23.0,28.4,29.7,52.6,2.035,304.0,1.0,1.0,0.0,2024.0,9.0,11.0,11.0
59.1,47.31,12.3,0.0,0.0,0.0,5.755000000000001,3020.0,457.4,41.25,2190.0,11.081,6.789999999999999,85.39999999999998,77.0,13.434,221.134,0.8573999999999999,0.0,6.36,16.9,28.4,30.0,54.0,0.207,829.0,2.0,2.0,2.0,2024.0,9.0,11.0,27.0
59.7,47.370000000000005,13.7,0.0,0.0,0.0,5.944,3480.0,225.0,53.65,1760.0,12.140999999999998,6.74,47.5,60.0,5.3,90.6,0.5119,0.0,6.47,19.2,29.6,30.4,50.2,0.576,691.0,0.0,0.0,1.0,2024.0,9.0,11.0,4.0
173.0,55.2,18.0,0.0,0.0,0.0,5.2,3400.0,430.0,71.0,1800.0,14.52,6.6,10.0,42.0,3.0,31.0,0.182,0.0,6.293999999999999,28.140000000000004,23.64,24.95,66.24,0.2068,484.5,1.0,1.0,1.0,2024.0,9.0,17.0,15.0
172.0,58.8,5.0,0.0,0.0,0.0,5.3,3100.0,490.0,58.0,1300.0,12.8,7.0,18.0,54.0,7.0,20.0,0.276,0.0,6.931,25.8,26.05,26.28,65.38999999999999,0.1376,506.8,2.0,2.0,0.0,2024.0,9.0,17.0,21.0
168.0,63.4,13.0,0.0,0.0,0.0,5.5,3100.0,330.0,58.0,2100.0,12.08,6.5,19.0,22.0,3.0,13.0,0.231,0.0,6.454000000000001,28.72,27.04,27.64,60.99000000000001,0.3718,343.0,0.0,2.0,2.0,2024.0,9.0,17.0,9.0
174.0,66.4,15.0,0.0,0.0,0.0,5.6,2800.0,99.0,38.0,2800.0,9.51,6.4,6.0,8.0,2.0,7.0,0.064,0.0,6.821000000000001,14.43,27.01,27.96,63.01000000000001,0.0973,375.5,1.0,0.0,1.0,2024.0,9.0,17.0,13.0
172.0,58.9,13.0,0.0,0.0,0.0,5.6,3100.0,220.0,47.0,1600.0,10.91,6.8,4.0,9.0,0.5,8.0,0.055,0.0,6.43,16.35,24.3,24.73,72.10999999999999,0.2821,323.5,2.0,2.0,1.0,2024.0,9.0,17.0,26.0
168.0,55.5,16.0,0.0,0.0,0.0,5.6,3000.0,320.0,43.0,2000.0,10.94,7.0,31.0,21.0,7.0,33.0,0.238,0.0,6.537999999999999,18.5,26.95,26.82,62.760000000000005,0.1820999999999999,627.5,1.0,1.0,2.0,2024.0,9.0,17.0,16.0
158.0,58.0,10.0,0.0,0.0,0.0,5.5,2800.0,230.0,48.0,2800.0,10.46,5.8,9.0,67.0,5.0,17.0,0.322,0.0,7.558,19.04,25.880000000000003,27.660000000000004,60.06,0.0718999999999999,291.7,1.0,0.0,0.0,2024.0,9.0,17.0,10.0
162.0,62.9,19.0,0.0,0.0,0.0,5.6,2600.0,260.0,43.0,810.0,10.39,6.9,12.0,14.0,3.0,17.0,0.113,0.0,6.432,24.19,26.51,27.46,63.46,0.0943,234.7,2.0,0.0,1.0,2024.0,9.0,17.0,22.0
181.0,65.4,21.0,0.0,0.0,0.0,5.7,2700.0,330.0,44.0,1700.0,10.36,6.4,15.0,33.0,3.0,29.0,0.205,0.0,6.305,28.91,25.72,25.890000000000004,67.25999999999999,0.1435,528.4,1.0,2.0,0.0,2024.0,9.0,17.0,12.0
179.0,54.4,16.0,0.0,0.0,0.0,5.6,2800.0,270.0,45.0,1900.0,9.98,6.4,31.0,150.0,5.0,110.0,0.713,0.0,6.453999999999999,30.07,27.9,29.6,52.77,0.178,632.8,0.0,0.0,0.0,2024.0,9.0,17.0,28.0
183.0,56.6,17.0,0.0,0.0,0.0,5.5,3300.0,120.0,44.0,2500.0,10.64,7.2,21.0,36.0,3.0,27.0,0.233,0.0,6.502000000000001,25.93,26.65,26.74,62.94,0.1738,433.8,0.0,0.0,0.0,2024.0,9.0,17.0,1.0
166.0,55.7,6.0,0.0,0.0,0.0,5.6,2900.0,120.0,45.0,1900.0,9.65,7.3,15.0,24.0,2.0,13.0,0.157,0.0,6.497999999999999,31.74,24.340000000000003,25.020000000000003,69.70000000000002,0.3113,283.1,1.0,0.0,2.0,2024.0,9.0,17.0,14.0
177.0,68.7,15.0,0.0,0.0,0.0,5.4,3900.0,600.0,76.0,2000.0,14.92,5.9,63.0,83.0,5.0,120.0,0.576,0.0,6.378,31.57,29.070000000000004,30.410000000000004,53.85,0.9816000000000004,678.3,0.0,0.0,2.0,2024.0,9.0,17.0,5.0
178.0,62.7,14.0,0.0,0.0,0.0,5.3,3100.0,680.0,72.0,1800.0,13.8,6.6,83.0,150.0,21.0,68.0,1.007,0.0,6.496,27.68,24.3,25.18,68.15,0.3189999999999999,264.8,2.0,2.0,2.0,2024.0,9.0,17.0,30.0
163.0,67.8,16.0,0.0,0.0,0.0,5.3,2800.0,720.0,58.0,1100.0,12.31,7.1,10.0,27.0,3.0,25.0,0.136,0.0,6.455000000000001,30.8,25.26,26.12,67.34,0.1823999999999999,360.3,0.0,2.0,0.0,2024.0,9.0,17.0,3.0
174.0,53.3,21.0,0.0,0.0,0.0,5.6,3000.0,55.0,49.0,2800.0,9.75,7.4,6.0,21.0,2.0,10.0,0.102,0.0,6.728999999999999,33.73,23.96,24.07,77.47000000000001,0.1645,285.7,0.0,1.0,2.0,2024.0,9.0,17.0,7.0
176.0,56.8,13.0,0.0,0.0,0.0,5.4,3000.0,160.0,50.0,1800.0,10.72,6.6,89.0,190.0,28.0,190.0,1.114,0.0,6.871,20.79,25.26,26.1,64.09,0.4025,512.0,2.0,2.0,0.0,2024.0,9.0,17.0,21.0
171.0,55.2,16.0,0.0,0.0,0.0,5.6,3000.0,210.0,51.0,1700.0,9.53,5.9,41.0,46.0,4.0,41.0,0.375,0.0,6.424,26.94,28.140000000000004,28.36,54.7,0.093,522.5,2.0,0.0,2.0,2024.0,9.0,17.0,23.0
169.0,60.0,13.0,0.0,0.0,0.0,5.3,3000.0,690.0,59.0,2600.0,14.02,6.4,17.0,31.0,2.0,28.0,0.181,0.0,6.63,18.04,25.84,26.73,64.14999999999999,0.0982,300.4,2.0,1.0,0.0,2024.0,9.0,17.0,20.0
163.0,51.4,15.0,0.0,0.0,0.0,5.4,3000.0,170.0,54.0,2100.0,11.32,6.2,29.0,35.0,3.0,39.0,0.297,0.0,6.658,21.51,26.1,26.35,62.970000000000006,0.3999,305.2,1.0,2.0,2.0,2024.0,9.0,17.0,18.0
174.0,54.4,15.0,0.0,0.0,0.0,5.4,2900.0,140.0,41.0,1800.0,9.41,6.1,57.0,42.0,4.0,83.0,0.518,0.0,6.942000000000002,27.84,24.38,24.22,70.6,0.3212,198.1,0.0,1.0,1.0,2024.0,9.0,17.0,6.0
148.0,54.5,18.0,0.0,0.0,0.0,5.4,2600.0,350.0,43.0,910.0,8.67,5.9,34.0,85.0,4.0,91.0,0.467,0.0,6.353000000000001,25.33,27.93,28.910000000000004,56.42,0.127,424.3,1.0,2.0,1.0,2024.0,9.0,17.0,17.0
168.0,54.6,16.0,0.0,0.0,0.0,5.4,3100.0,360.0,43.0,2400.0,11.54,5.7,95.0,190.0,8.0,290.0,1.238,0.0,6.399,22.35,25.880000000000003,26.28,66.28,0.6679000000000002,294.0,2.0,1.0,2.0,2024.0,9.0,17.0,25.0
166.0,63.6,14.0,0.0,0.0,0.0,5.3,3300.0,270.0,45.0,2900.0,11.95,6.4,15.0,91.0,3.0,57.0,0.369,0.0,7.535999999999999,22.2,25.2,25.91,65.35000000000001,0.3999,189.7,1.0,1.0,1.0,2024.0,9.0,17.0,29.0
162.0,54.3,20.0,0.0,0.0,0.0,5.4,3100.0,540.0,55.0,2400.0,12.59,6.1,10.0,27.0,3.0,19.0,0.145,0.0,6.537000000000001,30.94,24.98,26.2,65.25000000000001,0.2317,223.0,0.0,1.0,0.0,2024.0,9.0,17.0,2.0
147.0,59.3,14.0,0.0,0.0,0.0,5.4,3200.0,210.0,50.0,3300.0,10.61,6.8,56.0,79.0,5.0,80.0,0.544,0.0,6.327,22.33,29.58,29.09,50.81,0.9405,525.6,2.0,0.0,0.0,2024.0,9.0,17.0,19.0
159.0,54.1,20.0,0.0,0.0,0.0,5.5,3000.0,250.0,46.0,2000.0,9.86,7.2,12.0,37.0,3.0,26.0,0.179,0.0,6.629,17.880000000000003,25.080000000000005,26.279999999999998,65.92,0.2464,250.4,0.0,2.0,1.0,2024.0,9.0,17.0,8.0
179.0,56.2,24.0,0.0,0.0,0.0,5.4,2900.0,500.0,54.0,1400.0,11.99,7.1,34.0,43.0,5.0,52.0,0.31,0.0,6.36,28.51,23.93,23.630000000000003,77.98,0.1375,208.6,1.0,1.0,1.0,2024.0,9.0,17.0,15.0
170.0,55.2,15.0,0.0,0.0,0.0,5.3,3200.0,360.0,55.0,2000.0,12.7,5.7,110.0,250.0,25.0,500.0,1.391,0.0,6.727000000000001,20.11,25.340000000000003,26.01,67.08,0.594,451.5,2.0,1.0,1.0,2024.0,9.0,17.0,24.0
162.0,56.7,16.0,0.0,0.0,0.0,5.3,2500.0,230.0,36.0,2700.0,10.66,6.6,280.0,340.0,66.0,840.0,2.66,0.0,6.2,19.9,25.450000000000003,25.630000000000003,67.53999999999999,0.6965,320.9,2.0,1.0,1.0,2024.0,9.0,17.0,24.0
176.0,57.6,19.0,0.0,0.0,0.0,5.2,3200.0,830.0,58.0,2400.0,14.63,7.1,49.0,60.0,10.0,81.0,0.426,0.0,6.432,21.16,23.65,23.39,70.59,0.2864999999999999,264.8,1.0,1.0,0.0,2024.0,9.0,17.0,11.0
162.0,53.7,17.0,0.0,0.0,0.0,5.1,3000.0,950.0,66.0,1900.0,14.89,7.1,73.0,73.0,14.0,120.0,0.595,0.0,5.9325,22.71,24.610000000000003,26.140000000000004,68.10999999999999,0.3912,368.3,2.0,2.0,2.0,2024.0,9.0,17.0,27.0
161.0,57.9,16.0,0.0,0.0,0.0,5.4,2900.0,440.0,42.0,1700.0,11.35,7.0,22.0,48.0,3.0,25.0,0.277,0.0,6.098000000000001,35.15,22.419999999999995,23.630000000000003,73.54999999999998,0.1841,164.3,0.0,0.0,1.0,2024.0,9.0,17.0,4.0
195.0,56.6,22.0,0.0,0.0,0.0,5.7,3400.0,67.0,50.0,2900.0,10.31,5.3,34.0,11.0,2.0,27.0,0.155,0.0,6.27,25.7,23.5,23.0,82.6,0.138,245.0,2.0,2.0,2.0,2024.0,9.0,25.0,27.0
192.0,59.4,22.0,0.0,0.0,0.0,5.6,3700.0,130.0,56.0,1600.0,9.57,6.0,91.0,31.0,4.0,100.0,0.413,0.0,6.31,21.8,24.5,26.0,69.7,0.355,533.0,2.0,1.0,1.0,2024.0,9.0,25.0,24.0
182.0,62.7,17.0,0.0,0.0,0.0,6.7,3500.0,140.0,58.0,1700.0,10.45,6.9,48.0,14.0,3.0,41.0,0.207,0.0,6.48,20.0,26.4,26.7,71.7,0.532,206.0,0.0,0.0,1.0,2024.0,9.0,25.0,4.0
182.0,61.2,19.0,0.0,0.0,0.0,5.3,3500.0,510.0,59.0,1300.0,11.89,6.1,26.0,18.0,3.0,44.0,0.156,0.0,6.27,32.9,26.5,26.8,62.5,0.211,286.0,1.0,1.0,1.0,2024.0,9.0,25.0,15.0
179.0,63.9,20.0,0.0,0.0,0.0,5.381500000000001,3190.0,299.2,45.5,1139.0,11.581999999999995,6.36,72.0,57.0,5.0,130.0,0.424,0.0,6.421999999999999,28.809999999999995,23.93,23.76,78.41,0.3026,160.6,1.0,1.0,1.0,2024.0,9.0,25.0,15.0
195.0,57.8,19.0,0.0,0.0,0.0,5.6,3200.0,130.0,49.0,2200.0,10.11,6.1,41.0,110.0,8.0,97.0,0.443,0.0,6.34,34.6,25.3,27.3,68.0,0.309,593.0,0.0,2.0,2.0,2024.0,9.0,25.0,9.0
193.0,64.0,20.0,0.0,0.0,0.0,5.5,3500.0,190.0,59.0,2200.0,10.34,6.7,180.0,43.0,11.0,230.0,0.42,0.0,6.47,20.5,26.5,28.2,61.2,0.261,531.0,1.0,0.0,1.0,2024.0,9.0,25.0,13.0
206.0,59.7,18.0,0.0,0.0,0.0,5.6,3100.0,88.0,45.0,2000.0,9.27,6.5,45.0,82.0,6.0,43.0,0.407,0.0,6.5,28.3,26.9,28.1,61.6,0.18,199.0,2.0,0.0,1.0,2024.0,9.0,25.0,22.0
209.0,55.3,19.0,0.0,0.0,0.0,5.4,3200.0,390.0,49.0,1800.0,10.91,6.3,37.0,24.0,3.0,35.0,0.207,0.0,6.44,25.6,25.3,26.6,61.3,0.37,245.0,1.0,0.0,0.0,2024.0,9.0,25.0,10.0
199.0,56.3,16.0,0.0,0.0,0.0,5.5,3100.0,566.0,54.0,960.0,11.45,7.0,19.0,20.0,3.0,21.0,0.118,0.0,6.52,27.4,25.3,27.0,63.6,0.118,241.0,0.0,0.0,0.0,2024.0,9.0,25.0,28.0
183.0,51.8,16.0,0.0,0.0,0.0,5.7,3400.0,140.0,47.0,1900.0,9.0,7.0,41.0,8.0,3.0,38.0,0.178,0.0,6.4,30.6,26.1,27.4,62.5,0.188,228.0,1.0,2.0,0.0,2024.0,9.0,25.0,12.0
175.0,45.7,21.0,0.0,0.0,0.0,5.4,3600.0,590.0,80.0,1400.0,13.03,7.3,82.0,55.0,19.0,110.0,0.487,0.0,6.55,19.1,26.1,27.7,65.9,0.355,658.0,2.0,2.0,1.0,2024.0,9.0,25.0,26.0
177.0,62.4,19.0,0.0,0.0,0.0,5.6,3500.0,92.0,50.0,2900.0,10.27,6.4,73.0,7.0,3.0,70.0,0.302,0.0,6.41,26.1,25.7,26.9,70.0,0.332,476.0,1.0,1.0,2.0,2024.0,9.0,25.0,16.0
184.0,55.8,11.0,0.0,0.0,0.0,5.5,3300.0,130.0,53.0,2100.0,9.52,6.5,15.0,21.0,3.0,31.0,0.118,0.0,6.34,19.2,24.5,25.6,68.3,0.322,279.0,0.0,0.0,0.0,2024.0,9.0,25.0,1.0
198.0,56.6,19.0,0.0,0.0,0.0,5.6,3800.0,98.0,50.0,2400.0,10.42,6.5,110.0,45.0,7.0,130.0,0.518,0.0,6.4,17.7,24.9,25.5,66.8,0.578,245.0,1.0,0.0,2.0,2024.0,9.0,25.0,14.0
183.0,54.9,20.0,0.0,0.0,0.0,5.7,4100.0,140.0,77.0,2800.0,11.27,6.6,24.0,42.0,3.0,85.0,0.219,0.0,6.54,24.7,24.9,25.4,65.2,0.28,257.0,0.0,1.0,2.0,2024.0,9.0,25.0,7.0
204.0,57.9,20.0,0.0,0.0,0.0,5.5,3400.0,160.0,56.0,1300.0,9.67,5.5,21.0,12.0,3.0,28.0,0.121,0.0,6.42,35.2,24.9,26.0,67.3,0.136,257.0,0.0,2.0,0.0,2024.0,9.0,25.0,3.0
204.0,56.8,17.0,0.0,0.0,0.0,5.4,3500.0,380.0,62.0,2900.0,12.27,5.9,260.0,260.0,15.0,370.0,1.675,0.0,6.53,28.8,25.3,25.7,64.6,0.396,235.0,2.0,0.0,2.0,2024.0,9.0,25.0,23.0
190.0,61.4,20.0,0.0,0.0,0.0,5.6,2800.0,81.0,42.0,700.0,8.05,6.1,18.0,33.0,6.0,35.0,0.172,0.0,6.58,26.5,24.9,25.8,64.6,0.073,235.0,2.0,2.0,0.0,2024.0,9.0,25.0,21.0
190.0,58.9,21.0,0.0,0.0,0.0,5.526999999999999,3045.0,76.8,49.1,477.0,9.5065,6.45,9.0,42.0,5.0,30.0,0.163,0.0,6.6,30.6,24.9,25.4,69.6,0.116,245.0,2.0,2.0,0.0,2024.0,9.0,25.0,21.0
168.0,56.8,10.0,0.0,0.0,0.0,5.7,3500.0,96.0,47.0,2200.0,9.54,6.9,120.0,54.0,8.0,200.0,0.643,0.0,6.46,27.5,24.9,25.5,66.8,0.573,265.0,0.0,0.0,2.0,2024.0,9.0,25.0,5.0
173.0,57.9,16.0,0.0,0.0,0.0,5.6,3600.0,290.0,66.0,1100.0,10.66,5.9,18.0,17.0,3.0,29.0,0.121,0.0,6.37,28.3,24.5,25.9,69.0,0.207,384.0,2.0,2.0,2.0,2024.0,9.0,25.0,30.0
185.0,60.2,18.0,0.0,0.0,0.0,5.5,3000.0,220.0,59.0,1200.0,9.85,5.7,39.0,38.0,3.0,75.0,0.235,0.0,6.4,22.1,24.9,26.6,67.5,0.528,238.0,2.0,1.0,0.0,2024.0,9.0,25.0,20.0
201.0,61.0,24.0,0.0,0.0,0.0,5.5,3300.0,680.0,60.0,1100.0,12.15,5.6,130.0,14.0,3.0,150.0,0.536,0.0,6.36,16.2,24.9,26.5,62.5,1.058,155.0,1.0,2.0,2.0,2024.0,9.0,25.0,18.0
197.0,55.4,21.0,0.0,0.0,0.0,5.5,3000.0,390.0,78.0,1800.0,12.25,7.0,36.0,13.0,2.0,42.0,0.159,0.0,6.36,26.4,24.9,26.1,66.6,0.242,145.0,1.0,1.0,1.0,2024.0,9.0,25.0,29.0
199.0,50.0,15.0,0.0,0.0,0.0,5.4,3300.0,470.0,65.0,1300.0,11.7,6.4,110.0,40.0,6.0,210.0,0.5,0.0,6.38,21.8,24.9,25.7,65.6,0.914,803.0,2.0,1.0,2.0,2024.0,9.0,25.0,25.0
201.0,55.7,18.0,0.0,0.0,0.0,5.5,3200.0,360.0,57.0,1800.0,10.31,6.4,21.0,6.0,2.0,25.0,0.098,0.0,6.36,23.3,24.9,25.8,68.4,0.544,247.0,2.0,0.0,0.0,2024.0,9.0,25.0,19.0
191.0,53.4,12.0,0.0,0.0,0.0,5.6,3400.0,230.0,63.0,1800.0,10.05,5.7,150.0,96.0,6.0,260.0,0.778,0.0,6.36,24.1,25.3,26.3,63.9,0.299,130.0,0.0,1.0,0.0,2024.0,9.0,25.0,2.0
198.0,60.3,21.0,0.0,0.0,0.0,5.6,3400.0,170.0,46.0,1300.0,9.73,6.2,31.0,10.0,2.0,47.0,0.137,0.0,6.45,30.5,24.9,26.4,66.5,0.383,154.0,0.0,1.0,1.0,2024.0,9.0,25.0,6.0
190.0,53.7,17.0,0.0,0.0,0.0,5.6,3500.0,61.0,41.0,1900.0,8.1,5.8,49.0,28.0,3.0,94.0,0.249,0.0,6.46,24.4,24.9,26.3,70.4,0.216,597.0,1.0,2.0,1.0,2024.0,9.0,25.0,17.0
185.0,58.2,17.0,0.0,0.0,0.0,5.45,3400.0,120.0,52.0,2200.0,9.32,6.9,17.0,7.0,2.0,19.0,0.09,0.0,6.71,26.8,25.7,27.2,62.2,0.3,269.0,1.0,1.0,0.0,2024.0,9.0,25.0,11.0
189.0,54.6,17.0,0.0,0.0,0.0,5.6,3300.0,130.0,45.0,1600.0,9.47,6.1,100.0,21.0,4.0,94.0,0.534,0.0,6.39,20.4,25.3,27.7,62.4,0.582,166.0,0.0,2.0,1.0,2024.0,9.0,25.0,8.0
156.05,57.81,12.6,0.0,0.0,0.0,5.625,3420.0,221.0,49.1,1401.0,10.79,6.9300000000000015,34.6,43.9,8.267,125.06,0.2986,0.0,6.41,26.7,25.7,27.8,59.1,0.268,250.0,0.0,2.0,2.0,2024.0,9.0,25.0,9.0
69.5,45.03,23.7,0.0,0.0,0.0,5.57,3875.0,305.8,66.8,1534.0,11.9355,7.101999999999999,104.0,102.85,15.85,118.666,0.9131,0.0,6.54,32.5,25.7,26.8,67.5,0.257,844.0,1.0,0.0,1.0,2024.0,9.0,25.0,13.0
97.45,46.11000000000001,19.9,0.0,0.0,0.0,5.449999999999999,3685.0,281.6,56.4,1048.4,12.8085,7.442000000000002,52.0,42.7,21.35,87.4,0.3442,0.0,6.52,25.5,25.3,26.2,72.4,0.292,725.0,2.0,2.0,1.0,2024.0,9.0,25.0,26.0
105.0,47.16,15.0,0.0,0.0,0.0,5.759,3310.0,136.5,42.5,1856.0,10.486999999999998,6.964,17.7,29.5,3.0,32.1,0.1106,0.0,6.5,26.8,26.1,27.7,60.6,0.267,805.0,1.0,1.0,2.0,2024.0,9.0,25.0,16.0
194.4,57.33,19.0,0.0,0.0,0.0,5.381500000000001,3405.0,221.0,43.05,1298.0,9.462,6.726999999999999,32.05,90.5,5.2,55.65,0.2584,0.0,6.66,25.6,25.3,27.5,62.2,0.292,175.0,1.0,0.0,0.0,2024.0,9.0,25.0,10.0
63.7,54.56999999999999,15.5,0.0,0.0,0.0,5.555000000000001,3390.0,355.5,44.4,1739.0,11.902,7.0760000000000005,52.3,86.86666666666667,14.15,47.8,0.5723,0.0,6.59,26.3,25.7,27.4,67.0,0.245,252.0,2.0,0.0,1.0,2024.0,9.0,25.0,22.0
