Fecha,Planta,Tratamiento,Altura planta (cm),Diametro tallo (mm),Clorofila (SPAD),Numero flores ,Numero frutos,Numero frutos cosechados ,Peso frutos cosechados (Kg),Perímetro (mm),Tamanno altura (mm),Frutos de 2da,pH_savia,K_savia (ppm),Ca_savia (ppm),Na_savia (ppm),NO3_savia (ppm),Conductividad_savia (mS/cm),Fosforo_savia (ppm),pH_suelo_Horiba,K_suelo_Horiba (ppm),Ca_suelo_Horiba (ppm),Na_suelo_Horiba (ppm),NO3_suelo_Horiba (ppm),Conductividad_suelo_Horiba (mS/cm),Fosforo_suelo_Hanna (ppm),Tamanno cintura (mm),7in1_Nitrogen[mg/kg],7in1_Phosphorus[mg/kg],7in1_Potasium[mg/kg],7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],7in1_Conductivity[uS/cm],Pynamometer_Radiation[W/m^2],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],RGB_capture,Tapo_capture,Parrot_capture,Tratamiento iniciado,7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],Cultivo,Laboratorio,Posicion_x,Posicion_y,x,y
2024-11-20,34,T16_N1P1K2,,,,,,2.0,0.231,175.0,60.5,0.0,,,,,,,,,,,,,,,55.70409982174688,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,2.4,7.6,2.4
2024-11-20,35,T16_N1P1K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,2.4,8.1,2.4
2024-11-20,36,T16_N1P1K2,,,54.5,13.0,6.0,1.0,0.092,175.0,60.0,0.0,5.6,3800.0,79.0,46.0,730.0,9.54,,6.8,13.0,10.0,1.0,17.0,0.07,,55.70409982174688,,,,6.29,43.5,21.5,164.0,14.1,22.3,84.8,1.0,1.0,5.0,Si,0.164,141.0,Tomatoes,Quindio,8.6,2.4,8.6,2.4
2024-11-20,37,T1_N0P0K0,,,49.5,11.0,2.0,3.0,0.301,185.0,60.7,1.0,5.8,3700.0,47.0,49.0,670.0,10.22,,6.0,28.0,45.0,2.0,14.0,0.226,,58.88719124013242,,,,6.22,40.5,22.7,206.0,27.9,23.9,77.0,1.0,1.0,5.0,Si,0.206,279.0,Tomatoes,Quindio,8.6,3.6,8.6,3.6
2024-11-20,38,T1_N0P0K0,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,3.6,8.1,3.6
2024-11-20,39,T1_N0P0K0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,3.6,7.6,3.6
2024-11-20,40,T14_N1P0K2,,,56.5,11.0,8.0,1.0,0.109,190.0,60.6,0.0,5.9,3300.0,26.0,42.0,660.0,8.48,,5.5,49.0,33.0,2.0,13.0,0.316,,60.47873694932519,,,,6.33,39.5,22.7,137.0,27.4,23.6,82.0,1.0,1.0,5.0,Si,0.137,274.0,Tomatoes,Quindio,6.4,3.6,6.4,3.6
2024-11-20,41,T14_N1P0K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,3.6,5.9,3.6
2024-11-20,42,T14_N1P0K2,,,,,,4.0,0.447,200.0,60.9,0.0,,,,,,,,,,,,,,,63.66182836771072,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,3.6,5.4,3.6
2024-11-20,43,T7_N0P1K2,,,56.4,18.0,2.0,2.0,0.237,205.0,60.2,0.0,5.8,3500.0,62.0,48.0,720.0,9.75,,6.8,22.0,9.0,1.0,12.0,0.111,,65.25337407690348,,,,6.4,33.9,22.3,71.0,26.6,23.3,82.8,1.0,1.0,5.0,Si,0.071,266.0,Tomatoes,Quindio,4.2,3.6,4.2,3.6
2024-11-20,44,T7_N0P1K2,,,,,,3.0,0.514,215.0,60.8,0.0,,,,,,,,,,,,,,,68.43646549528903,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,3.6,3.7,3.6
2024-11-20,45,T7_N0P1K2,,,,,,2.0,0.247,190.0,60.3,1.0,,,,,,,,,,,,,,,60.47873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,3.6,3.2,3.6
2024-11-20,46,T3_N0P2K0,,,57.6,17.0,4.0,0.0,0.0,0.0,0.0,0.0,5.8,3200.0,71.0,39.0,480.0,8.72,,6.4,4.0,8.0,1.0,9.0,0.048,,0.0,,,,6.26,35.1,22.3,175.0,23.8,22.8,82.9,1.0,1.0,5.0,Si,0.175,238.0,Tomatoes,Quindio,2.0,3.6,2.0,3.6
2024-11-20,47,T3_N0P2K0,,,,,,3.0,0.426,185.0,60.3,0.0,,,,,,,,,,,,,,,58.88719124013242,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,3.6,1.5,3.6
2024-11-20,48,T3_N0P2K0,,,,,,4.0,0.755,235.0,70.2,3.0,,,,,,,,,,,,,,,74.8026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,3.6,1.0,3.6
2024-11-20,49,T23_N2P0K2,,,,,,1.0,0.088,175.0,60.4,0.0,,,,,,,,,,,,,,,55.70409982174688,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,4.8,1.0,4.8
2024-11-20,50,T23_N2P0K2,,,,,,2.0,0.256,190.0,60.9,0.0,,,,,,,,,,,,,,,60.47873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,4.8,1.5,4.8
2024-11-20,51,T23_N2P0K2,,,52.7,15.0,2.0,0.0,0.0,0.0,0.0,0.0,5.6,3600.0,110.0,49.0,300.0,9.63,,6.9,19.0,17.0,5.0,13.0,0.1,,0.0,,,,6.3,34.3,22.3,225.0,25.5,22.8,82.9,1.0,1.0,5.0,Si,0.225,255.0,Tomatoes,Quindio,2.0,4.8,2.0,4.8
2024-11-20,52,T21_N2P2K0,,,,,,3.0,0.264,185.0,50.4,0.0,,,,,,,,,,,,,,,58.88719124013242,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,4.8,3.2,4.8
2024-11-20,53,T21_N2P2K0,,,,,,3.0,0.485,220.0,60.8,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,4.8,3.7,4.8
2024-11-20,54,T21_N2P2K0,,,60.8,18.0,3.0,3.0,0.35,190.0,60.5,1.0,5.6,3400.0,73.0,58.0,420.0,9.41,,6.7,31.0,35.0,1.0,9.0,0.168,,60.47873694932519,,,,6.21,51.7,22.3,152.0,27.1,23.1,81.6,1.0,1.0,5.0,Si,0.152,271.0,Tomatoes,Quindio,4.2,4.8,4.2,4.8
2024-11-20,55,T5_N0P0K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,4.8,5.4,4.8
2024-11-20,56,T5_N0P0K2,,,,,,2.0,0.397,255.0,70.4,0.0,,,,,,,,,,,,,,,81.16883116883118,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,4.8,5.9,4.8
2024-11-20,57,T5_N0P0K2,,,50.0,14.0,10.0,0.0,0.0,0.0,0.0,1.0,5.7,3800.0,70.0,46.0,790.0,9.02,,6.5,36.0,15.0,1.0,10.0,0.182,,0.0,,,,6.36,51.4,22.7,187.0,28.1,23.8,80.3,1.0,1.0,5.0,Si,0.187,281.0,Tomatoes,Quindio,6.4,4.8,6.4,4.8
2024-11-20,58,T30_BIO N2P2K2,,,,,,3.0,0.349,195.0,60.2,1.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,4.8,7.6,4.8
2024-11-20,59,T30_BIO N2P2K2,,,,,,2.0,0.304,215.0,60.5,0.0,,,,,,,,,,,,,,,68.43646549528903,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,4.8,8.1,4.8
2024-11-20,60,T30_BIO N2P2K2,,,57.6,15.0,0.0,3.0,0.369,195.0,60.7,0.0,5.7,3500.0,38.0,44.0,680.0,9.07,,6.0,42.0,29.0,3.0,1.0,0.25,,62.070282658517954,,,,6.42,45.1,22.7,109.0,31.0,23.9,76.8,1.0,1.0,5.0,Si,0.109,310.0,Tomatoes,Quindio,8.6,4.8,8.6,4.8
2024-11-20,61,T20_N2P1K0,,,57.8,15.0,5.0,2.0,0.281,205.0,60.2,0.0,5.7,3200.0,42.0,40.0,530.0,5.97,,6.4,10.0,19.0,1.0,6.0,0.108,,65.25337407690348,,,,6.28,30.1,23.1,194.0,29.8,23.9,76.3,1.0,1.0,5.0,Si,0.194,298.0,Tomatoes,Quindio,8.6,6.0,8.6,6.0
2024-11-20,62,T20_N2P1K0,,,,,,1.0,0.108,200.0,60.3,0.0,,,,,,,,,,,,,,,63.66182836771072,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,6.0,8.1,6.0
2024-11-20,63,T20_N2P1K0,,,,,,6.0,0.904,250.0,71.0,0.0,,,,,,,,,,,,,,,79.5772854596384,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,6.0,7.6,6.0
2024-11-20,64,T18_N1P2K2,,,56.1,13.0,3.0,1.0,0.132,205.0,60.0,0.0,5.7,3800.0,59.0,44.0,660.0,9.33,,5.8,23.0,23.0,2.0,22.0,0.144,,65.25337407690348,,,,6.25,46.6,23.1,178.0,27.6,24.0,78.7,1.0,1.0,5.0,Si,0.178,276.0,Tomatoes,Quindio,6.4,6.0,6.4,6.0
2024-11-20,65,T18_N1P2K2,,,,,,1.0,0.703,220.0,70.0,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,6.0,5.9,6.0
2024-11-20,66,T18_N1P2K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,6.0,5.4,6.0
2024-11-20,67,T29_BIO N1P1K1,,,55.6,15.0,3.0,1.0,0.605,220.0,68.0,0.0,5.8,3600.0,73.0,45.0,690.0,8.89,,6.7,5.0,23.0,3.0,10.0,0.091,,70.0280112044818,,,,6.29,35.1,23.1,304.0,27.4,24.2,75.7,1.0,1.0,5.0,Si,0.304,274.0,Tomatoes,Quindio,4.2,6.0,4.2,6.0
2024-11-20,68,T29_BIO N1P1K1,,,,,,3.0,0.409,210.0,68.0,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,6.0,3.7,6.0
2024-11-20,69,T29_BIO N1P1K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,6.0,3.2,6.0
2024-11-20,70,T25_N2P1K2,,,56.6,15.0,2.0,0.0,0.0,0.0,0.0,0.0,5.8,3200.0,67.0,45.0,460.0,8.01,,6.4,18.0,33.0,2.0,6.0,0.131,,0.0,,,,6.18,47.5,23.9,250.0,24.8,24.7,77.2,1.0,1.0,5.0,Si,0.25,248.0,Tomatoes,Quindio,2.0,6.0,2.0,6.0
2024-11-20,71,T25_N2P1K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,6.0,1.5,6.0
2024-11-20,72,T25_N2P1K2,,,,,,2.0,0.299,20.5,65.1,0.0,,,,,,,,,,,,,,,6.5253374076903485,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,6.0,1.0,6.0
2024-11-20,73,T19_N2P0K0,,,,,,2.0,0.523,250.0,80.2,0.0,,,,,,,,,,,,,,,79.5772854596384,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,7.2,1.0,7.2
2024-11-20,74,T19_N2P0K0,,,,,,3.0,0.485,235.0,70.3,0.0,,,,,,,,,,,,,,,74.8026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,7.2,1.5,7.2
2024-11-20,75,T19_N2P0K0,,,48.8,7.0,0.0,1.0,0.045,205.0,60.7,0.0,5.6,3000.0,140.0,48.0,430.0,8.34,,7.3,1.0,35.0,1.0,10.0,0.091,,65.25337407690348,,,,6.32,31.6,23.9,331.0,26.3,24.6,78.2,1.0,1.0,5.0,Si,0.331,263.0,Tomatoes,Quindio,2.0,7.2,2.0,7.2
2024-11-20,76,T2_N0P1K0,,,,,,3.0,0.584,230.0,78.9,0.0,,,,,,,,,,,,,,,73.21110262286733,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,7.2,3.2,7.2
2024-11-20,77,T2_N0P1K0,,,,,,3.0,0.284,180.0,60.1,0.0,,,,,,,,,,,,,,,57.29564553093965,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,7.2,3.7,7.2
2024-11-20,78,T2_N0P1K0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,4.2,7.2,4.2,7.2
2024-11-20,79,T6_N0P1K1,,,,,,8.0,1.316,220.0,70.0,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,7.2,5.4,7.2
2024-11-20,80,T6_N0P1K1,,,,,,5.0,0.635,205.0,72.0,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,7.2,5.9,7.2
2024-11-20,81,T6_N0P1K1,,,58.6,16.0,3.0,4.0,0.602,215.0,69.0,0.0,5.8,3200.0,65.0,46.0,650.0,8.44,,5.6,50.0,40.0,2.0,20.0,0.226,,68.43646549528903,,,,6.4,49.2,23.1,122.0,28.0,24.1,79.1,1.0,1.0,5.0,Si,0.122,280.0,Tomatoes,Quindio,6.4,7.2,6.4,7.2
2024-11-20,82,T17_N1P2K1,,,,,,4.0,0.553,210.0,69.5,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,7.2,7.6,7.2
2024-11-20,83,T17_N1P2K1,,,,,,4.0,0.617,210.0,72.5,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,7.2,8.1,7.2
2024-11-20,84,T17_N1P2K1,,,54.8,11.0,0.0,6.0,1.007,215.0,68.5,0.0,5.6,3300.0,250.0,37.0,520.0,9.52,,6.5,18.0,34.0,3.0,12.0,0.095,,68.43646549528903,,,,6.26,50.7,23.1,227.0,27.3,23.8,79.1,1.0,1.0,5.0,Si,0.227,273.0,Tomatoes,Quindio,8.6,7.2,8.6,7.2
2024-11-20,85,T11_N1P1K0,,,50.6,14.0,2.0,5.0,0.55,215.0,73.0,3.0,5.5,3300.0,100.0,47.0,790.0,8.56,,7.0,11.0,7.0,1.0,13.0,0.059,,68.43646549528903,,,,9.0,37.2,23.1,243.0,24.6,24.0,77.1,1.0,1.0,5.0,Si,0.243,246.0,Tomatoes,Quindio,8.6,8.4,8.6,8.4
2024-11-20,86,T11_N1P1K0,,,,,,3.0,0.631,225.0,82.0,1.0,,,,,,,,,,,,,,,71.61955691367456,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,8.4,8.1,8.4
2024-11-20,87,T11_N1P1K0,,,,,,3.0,0.373,205.0,63.5,2.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,8.4,7.6,8.4
2024-11-20,88,T8_N0P2K1,,,57.8,12.0,0.0,2.0,0.417,235.0,66.0,0.0,5.7,3600.0,120.0,57.0,380.0,9.73,,7.1,7.0,18.0,2.0,10.0,0.075,,74.8026483320601,,,,6.34,45.7,23.1,133.0,23.6,24.1,76.3,1.0,1.0,5.0,Si,0.133,236.0,Tomatoes,Quindio,6.4,8.4,6.4,8.4
2024-11-20,89,T8_N0P2K1,,,,,,4.0,0.721,265.0,63.3,0.0,,,,,,,,,,,,,,,84.3519225872167,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,8.4,5.9,8.4
2024-11-20,90,T8_N0P2K1,,,,,,1.0,0.123,195.0,69.5,1.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,8.4,5.4,8.4
2024-11-20,91,T9_N0P2K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,6.53,36.9,23.1,44.0,12.7,24.6,73.5,1.0,1.0,5.0,Si,0.044,127.0,Tomatoes,Quindio,4.2,8.4,4.2,8.4
2024-11-20,92,T9_N0P2K2,,,,,,3.0,0.396,205.0,76.3,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,8.4,3.7,8.4
2024-11-20,93,T9_N0P2K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,8.4,3.2,8.4
2024-11-20,94,T13_N1P0K1,,,,,,3.0,0.335,190.0,72.0,0.0,,,,,,,,,,,,,,,60.47873694932519,,,,6.27,45.6,23.5,123.0,16.0,24.8,75.3,1.0,1.0,5.0,Si,0.123,160.0,Tomatoes,Quindio,2.0,8.4,2.0,8.4
2024-11-20,95,T13_N1P0K1,,,,,,2.0,0.273,205.0,65.3,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,8.4,1.5,8.4
2024-11-20,96,T13_N1P0K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,8.4,1.0,8.4
2024-11-20,97,T26_N2P2K1,,,,,,1.0,0.164,215.0,78.1,0.0,,,,,,,,,,,,,,,68.43646549528903,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,9.6,1.0,9.6
2024-11-20,98,T26_N2P2K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,9.6,1.5,9.6
2024-11-20,99,T26_N2P2K1,,,,,,1.0,0.105,195.0,62.0,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,6.47,34.2,23.5,399.0,19.0,24.8,76.2,1.0,1.0,5.0,Si,0.399,190.0,Tomatoes,Quindio,2.0,9.6,2.0,9.6
2024-11-20,100,T16_N1P1K2,,,,,,5.0,0.67,205.0,70.0,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,9.6,3.2,9.6
2024-11-20,101,T16_N1P1K2,,,,,,2.0,0.238,195.0,62.0,0.0,,,,,,,,,,,,,,,62.070282658517954,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,9.6,3.7,9.6
2024-11-20,102,T16_N1P1K2,,,,,,2.0,0.226,200.0,65.0,0.0,,,,,,,,,,,,,,,63.66182836771072,,,,6.32,28.1,23.2,330.0,15.0,24.7,75.0,1.0,1.0,5.0,Si,0.33,150.0,Tomatoes,Quindio,4.2,9.6,4.2,9.6
2024-11-20,103,T10_N1P0K0,,,,,,2.0,0.321,200.0,67.0,0.0,,,,,,,,,,,,,,,63.66182836771072,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,9.6,5.4,9.6
2024-11-20,104,T10_N1P0K0,,,,,,1.0,0.226,23.5,73.1,0.0,,,,,,,,,,,,,,,7.48026483320601,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,9.6,5.9,9.6
2024-11-20,105,T10_N1P0K0,,,,,,1.0,0.114,190.0,69.0,0.0,,,,,,,,,,,,,,,60.47873694932519,,,,6.48,33.3,23.1,32.0,15.7,24.3,77.4,1.0,1.0,5.0,Si,0.032,157.0,Tomatoes,Quindio,6.4,9.6,6.4,9.6
2024-11-20,106,T22_N2P0K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,9.6,7.6,9.6
2024-11-20,107,T22_N2P0K1,,,,,,1.0,0.157,215.0,68.1,0.0,,,,,,,,,,,,,,,68.43646549528903,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,9.6,8.1,9.6
2024-11-20,108,T22_N2P0K1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,6.45,43.6,23.1,217.0,25.2,23.8,78.1,1.0,1.0,5.0,Si,0.217,252.0,Tomatoes,Quindio,8.6,9.6,8.6,9.6
2024-11-20,109,T12_N1P2K0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,6.46,27.1,23.5,41.0,26.7,23.8,76.7,1.0,1.0,5.0,Si,0.041,267.0,Tomatoes,Quindio,8.6,10.8,8.6,10.8
2024-11-20,110,T12_N1P2K0,,,,,,2.0,0.26,190.0,69.0,0.0,,,,,,,,,,,,,,,60.47873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,10.8,8.1,10.8
2024-11-20,111,T12_N1P2K0,,,,,,5.0,0.798,205.0,76.0,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,10.8,7.6,10.8
2024-11-20,112,T28_BIO-N0P0K0,,,,,,3.0,0.617,220.0,74.9,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,6.56,20.6,24.3,19.0,16.0,23.7,78.6,1.0,1.0,5.0,Si,0.019,160.0,Tomatoes,Quindio,6.4,10.8,6.4,10.8
2024-11-20,113,T28_BIO-N0P0K0,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,10.8,5.9,10.8
2024-11-20,114,T28_BIO-N0P0K0,,,,,,3.0,0.298,175.0,69.3,0.0,,,,,,,,,,,,,,,55.70409982174688,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,10.8,5.4,10.8
2024-11-20,115,T1_N0P0K0,,,,,,5.0,0.948,220.0,75.9,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,6.54,29.8,23.9,29.0,15.7,23.6,78.7,1.0,1.0,5.0,Si,0.029,157.0,Tomatoes,Quindio,4.2,10.8,4.2,10.8
2024-11-20,116,T1_N0P0K0,,,,,,2.0,0.304,210.0,66.0,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,10.8,3.7,10.8
2024-11-20,117,T1_N0P0K0,,,,,,3.0,0.373,170.0,58.0,0.0,,,,,,,,,,,,,,,54.112554112554115,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,10.8,3.2,10.8
2024-11-20,118,T14_N1P0K2,,,,,,1.0,0.096,180.0,68.5,1.0,,,,,,,,,,,,,,,57.29564553093965,,,,6.45,21.9,24.3,33.0,13.9,23.4,77.3,1.0,1.0,5.0,Si,0.033,139.0,Tomatoes,Quindio,2.0,10.8,2.0,10.8
2024-11-20,119,T14_N1P0K2,,,,,,1.0,0.211,245.0,72.0,1.0,,,,,,,,,,,,,,,77.98573975044563,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,10.8,1.5,10.8
2024-11-20,120,T14_N1P0K2,,,,,,5.0,0.649,21.0,63.0,0.0,,,,,,,,,,,,,,,6.684491978609626,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,10.8,1.0,10.8
2024-11-20,121,T5_N0P0K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.0,12.0,1.0,12.0
2024-11-20,122,T5_N0P0K2,,,,,,1.0,0.175,230.0,71.5,0.0,,,,,,,,,,,,,,,73.21110262286733,,,,,,,,,,,,,,,,,Tomate ,Quindío,1.5,12.0,1.5,12.0
2024-11-20,123,T5_N0P0K2,,,,,,1.0,0.149,210.0,66.5,0.0,,,,,,,,,,,,,,,66.84491978609626,,,,6.01,23.2,24.3,33.0,14.6,23.4,80.1,1.0,1.0,5.0,Si,0.033,146.0,Tomatoes,Quindio,2.0,12.0,2.0,12.0
2024-11-20,124,T30_BIO N2P2K2,,,,,,4.0,0.484,205.0,66.0,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.2,12.0,3.2,12.0
2024-11-20,125,T30_BIO N2P2K2,,,,,,3.0,0.353,180.0,65.0,2.0,,,,,,,,,,,,,,,57.29564553093965,,,,,,,,,,,,,,,,,Tomate ,Quindío,3.7,12.0,3.7,12.0
2024-11-20,126,T30_BIO N2P2K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,6.52,29.9,23.9,18.0,16.0,23.5,78.5,1.0,1.0,5.0,Si,0.018,160.0,Tomatoes,Quindio,4.2,12.0,4.2,12.0
2024-11-20,127,T3_N0P2K0,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.4,12.0,5.4,12.0
2024-11-20,128,T3_N0P2K0,,,,,,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,12.0,5.9,12.0
2024-11-20,129,T3_N0P2K0,,,,,,1.0,0.131,200.0,68.5,1.0,,,,,,,,,,,,,,,63.66182836771072,,,,6.35,26.4,24.3,28.0,18.3,23.7,77.7,1.0,1.0,5.0,Si,0.028,183.0,Tomatoes,Quindio,6.4,12.0,6.4,12.0
2024-11-20,130,T7_N0P1K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,12.0,7.6,12.0
2024-11-20,131,T7_N0P1K2,,,,,,1.0,0.143,220.0,61.0,0.0,,,,,,,,,,,,,,,70.0280112044818,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,12.0,8.1,12.0
2024-11-20,132,T7_N0P1K2,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,6.58,31.9,23.9,80.0,27.0,23.8,78.0,1.0,1.0,5.0,Si,0.08,270.0,Tomatoes,Quindio,8.6,12.0,8.6,12.0
2024-11-20,133,T21_N2P2K0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.6,13.2,8.6,13.2
2024-11-20,134,T21_N2P2K0,,,,,,2.0,0.232,190.0,61.3,2.0,,,,,,,,,,,,,,,60.47873694932519,,,,,,,,,,,,,,,,,Tomate ,Quindío,8.1,13.2,8.1,13.2
2024-11-20,135,T21_N2P2K0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Tomate ,Quindío,7.6,13.2,7.6,13.2
2024-11-20,136,T23_N2P0K2,,,,,,2.0,0.353,225.0,68.0,1.0,,,,,,,,,,,,,,,71.61955691367456,,,,6.35,28.5,23.9,45.0,15.3,23.2,80.0,1.0,1.0,5.0,Si,0.045,153.0,Tomatoes,Quindio,6.4,13.2,6.4,13.2
2024-11-20,137,T23_N2P0K2,,,,,,2.0,0.258,205.0,62.0,0.0,,,,,,,,,,,,,,,65.25337407690348,,,,,,,,,,,,,,,,,Tomate ,Quindío,5.9,13.2,5.9,13.2
