Fecha,Tratamiento,Altura planta (cm),Clorofila (SPAD),Numero flores ,Numero frutos cosechados ,Peso frutos cosechados (Kg),Tamanno altura (mm),pH_savia,K_savia (ppm),Ca_savia (ppm),Na_savia (ppm),NO3_savia (ppm),Conductividad_savia (mS/cm),pH_suelo_Horiba,K_suelo_Horiba (ppm),Ca_suelo_Horiba (ppm),Na_suelo_Horiba (ppm),NO3_suelo_Horiba (ppm),Conductividad_suelo_Horiba (mS/cm),Tamanno cintura (mm),7in1_Ph[pH],7in1_Moisture[%RH],7in1_S_Temperature[C],Air_sensor_Temperature[C],Air_sensor_Humidity[%RH],Tratamiento iniciado,7in1_Conductivity[mS/cm],Pynamometer_Radiation[W/m2],N,P,K,Año,Mes,Día,Tratamiento_num
2024-08-14,T1_N0P0K0,42.0,46.3,,,,,,,,,,,7.0,23.0,,6.0,320.0,0.226,,6.65,21.4,27.4,27.1,61.8,Si,0.558,261.0,0,0,0,2024,8,14,1.0
2024-08-14,T14_N1P0K2,32.0,44.5,,,,,,,,,,,7.3,23.0,,4.0,120.0,0.218,,6.54,24.5,27.4,27.0,63.5,Si,0.554,261.0,1,0,2,2024,8,14,14.0
2024-08-14,T5_N0P0K2,40.0,45.1,,,,,,,,,,,6.4,14.0,,2.0,59.0,0.133,,6.53,18.3,27.4,27.1,62.9,Si,0.357,278.0,0,0,2,2024,8,14,5.0
2024-08-14,T30_BIO N2P2K2,36.5,46.2,,,,,,,,,,,6.9,11.0,,5.0,57.0,0.058,,6.49,22.8,27.0,27.1,60.9,Si,0.578,271.0,2,2,2,2024,8,14,30.0
2024-08-14,T3_N0P2K0,33.5,45.3,,,,,,,,,,,6.8,35.0,,6.0,210.0,0.303,,6.55,21.4,27.0,26.7,59.5,Si,0.571,282.0,0,2,0,2024,8,14,3.0
2024-08-14,T7_N0P1K2,38.0,46.2,,,,,,,,,,,6.6,43.0,,5.0,90.0,0.404,,3.94,17.8,27.4,26.8,63.6,Si,0.543,235.0,0,1,2,2024,8,14,7.0
2024-08-14,T21_N2P2K0,42.0,46.7,,,,,,,,,,,6.7,68.0,,14.0,590.0,0.847,,6.47,15.6,27.8,27.2,58.0,Si,0.547,320.0,2,2,0,2024,8,14,21.0
2024-08-14,T23_N2P0K2,28.0,44.5,,,,,,,,,,,6.6,11.0,,4.0,140.0,0.304,,6.42,18.3,27.4,27.2,58.0,Si,0.403,440.0,2,0,2,2024,8,14,23.0
2024-08-14,T20_N2P1K0,40.0,42.0,,,,,,,,,,,6.3,67.0,,18.0,400.0,0.739,,6.37,15.9,27.4,27.2,58.0,Si,0.551,329.0,2,1,0,2024,8,14,20.0
2024-08-14,T18_N1P2K2,35.0,44.3,,,,,,,,,,,7.0,10.0,,3.0,140.0,0.352,,6.48,24.0,27.8,27.1,57.8,Si,0.544,435.0,1,2,2,2024,8,14,18.0
2024-08-14,T6_N0P1K1,34.5,42.3,,,,,,,,,,,6.8,0.5,,2.0,21.0,0.079,,6.5,26.3,27.8,27.2,59.1,Si,0.386,834.0,0,1,1,2024,8,14,6.0
2024-08-14,T17_N1P2K1,37.0,45.1,,,,,,,,,,,6.8,6.0,,2.0,45.0,0.103,,6.56,20.7,27.8,27.3,59.0,Si,0.551,374.0,1,2,1,2024,8,14,17.0
2024-08-14,T25_N2P1K2,35.0,47.3,,,,,,,,,,,6.9,15.0,,3.0,88.0,0.159,,6.57,22.5,28.6,27.7,61.2,Si,0.538,789.0,2,1,2,2024,8,14,25.0
2024-08-14,T29_BIO N1P1K1,38.0,44.1,,,,,,,,,,,6.5,27.0,,4.0,90.0,0.259,,6.62,25.1,29.0,28.4,59.6,Si,0.56,437.0,1,1,1,2024,8,14,29.0
2024-08-14,T2_N0P1K0,42.0,44.9,,,,,,,,,,,6.4,6.0,,2.0,42.0,0.1,,6.53,26.2,29.4,29.1,58.0,Si,0.321,538.0,0,1,0,2024,8,14,2.0
2024-08-14,T19_N2P0K0,35.0,45.8,,,,,,,,,,,6.6,5.0,,2.0,62.0,0.16,,6.44,26.4,29.0,29.2,56.6,Si,0.358,276.0,2,0,0,2024,8,14,19.0
2024-08-14,T8_N0P2K1,33.0,46.8,,,,,,,,,,,6.6,0.5,,0.5,34.0,0.074,,6.65,29.8,29.0,28.8,53.6,Si,0.355,261.0,0,2,1,2024,8,14,8.0
2024-08-14,T15_N1P1K1,44.5,45.4,,,,,,,,,,,6.2,6.0,,2.0,50.0,0.098,,6.57,28.7,28.6,28.2,56.0,Si,0.555,263.0,1,1,1,2024,8,14,15.0
2024-08-14,T24_N2P1K1,43.0,45.2,,,,,,,,,,,6.8,4.0,,2.0,48.0,0.135,,6.56,25.7,28.2,28.1,56.1,Si,0.553,254.0,2,1,1,2024,8,14,24.0
2024-08-14,T11_N1P1K0,43.0,45.7,,,,,,,,,,,7.2,9.0,,4.0,68.0,0.133,,6.49,26.1,27.4,28.0,56.5,Si,0.393,273.0,1,1,0,2024,8,14,11.0
2024-08-14,T27_N2P2K2,39.0,43.2,,,,,,,,,,,7.5,120.0,,37.0,180.0,0.723,,6.54,25.3,27.4,28.1,54.4,Si,0.579,797.0,2,2,2,2024,8,14,27.0
2024-08-14,T4_N0P0K1,37.0,42.2,,,,,,,,,,,7.0,14.0,,3.0,81.0,0.156,,6.63,22.1,28.2,28.2,57.4,Si,0.541,831.0,0,0,1,2024,8,14,4.0
2024-08-21,T27_N2P2K2,,,,,,,,,,,,,,,,,,,,6.45,22.6,25.1,24.5,68.5,Si,0.051,152.0,2,2,2,2024,8,21,27.0
2024-08-21,T24_N2P1K1,,,,,,,,,,,,,,,,,,,,6.67,17.4,24.3,24.6,68.0,Si,0.554,152.0,2,1,1,2024,8,21,24.0
2024-08-21,T4_N0P0K1,,,,,,,,,,,,,,,,,,,,6.61,13.8,23.9,24.7,67.5,Si,0.271,145.0,0,0,1,2024,8,21,4.0
2024-08-21,T15_N1P1K1,,,,,,,,,,,,,,,,,,,,6.43,21.9,23.9,24.9,67.4,Si,0.068,152.0,1,1,1,2024,8,21,15.0
2024-08-21,T9_N0P2K2,,,,,,,,,,,,,,,,,,,,6.61,26.6,23.5,24.9,66.7,Si,0.565,164.0,0,2,2,2024,8,21,9.0
2024-08-21,T13_N1P0K1,,,,,,,,,,,,,,,,,,,,6.48,25.4,23.9,24.8,68.8,Si,0.145,166.0,1,0,1,2024,8,21,13.0
2024-08-21,T22_N2P0K1,,,,,,,,,,,,,,,,,,,,6.43,24.1,23.5,24.8,68.0,Si,0.23,239.0,2,0,1,2024,8,21,22.0
2024-08-21,T10_N1P0K0,,,,,,,,,,,,,,,,,,,,6.5,20.5,23.9,25.0,67.5,Si,0.057,238.0,1,0,0,2024,8,21,10.0
2024-08-21,T28_BIO-N0P0K0,,,,,,,,,,,,,,,,,,,,6.38,18.8,24.3,25.5,68.8,Si,0.563,259.0,0,0,0,2024,8,21,28.0
2024-08-21,T12_N1P2K0,,,,,,,,,,,,,,,,,,,,6.4,31.9,24.3,25.5,67.3,Si,0.142,253.0,1,2,0,2024,8,21,12.0
2024-08-21,T26_N2P2K1,,,,,,,,,,,,,,,,,,,,6.3,26.9,24.3,25.5,65.7,Si,0.228,246.0,2,2,1,2024,8,21,26.0
2024-08-21,T16_N1P1K2,,,,,,,,,,,,,,,,,,,,6.55,26.9,24.3,25.5,65.6,Si,0.084,155.0,1,1,2,2024,8,21,16.0
2024-08-21,T1_N0P0K0,,,,,,,,,,,,,,,,,,,,6.4,26.0,24.3,25.5,66.5,Si,0.063,139.0,0,0,0,2024,8,21,1.0
2024-08-21,T14_N1P0K2,,,,,,,,,,,,,,,,,,,,6.46,19.0,24.3,25.4,64.2,Si,0.101,139.0,1,0,2,2024,8,21,14.0
2024-08-21,T7_N0P1K2,,,,,,,,,,,,,,,,,,,,6.45,27.4,24.3,25.2,65.0,Si,0.11,148.0,0,1,2,2024,8,21,7.0
2024-08-21,T3_N0P2K0,,,,,,,,,,,,,,,,,,,,6.35,23.3,23.9,25.3,67.3,Si,0.093,606.0,0,2,0,2024,8,21,3.0
2024-08-21,T23_N2P0K2,,,,,,,,,,,,,,,,,,,,6.36,25.2,24.7,25.7,65.8,Si,0.181,630.0,2,0,2,2024,8,21,23.0
2024-08-21,T21_N2P2K0,,,,,,,,,,,,,,,,,,,,6.41,20.9,25.9,26.5,66.4,Si,0.209,615.0,2,2,0,2024,8,21,21.0
2024-08-21,T5_N0P0K2,,,,,,,,,,,,,,,,,,,,6.47,18.7,27.1,27.3,60.6,Si,0.025,507.0,0,0,2,2024,8,21,5.0
2024-08-21,T30_BIO N2P2K2,,,,,,,,,,,,,,,,,,,,6.42,20.5,26.7,27.7,59.2,Si,0.302,525.0,2,2,2,2024,8,21,30.0
2024-08-21,T20_N2P1K0,,,,,,,,,,,,,,,,,,,,6.43,23.8,27.5,28.4,57.4,Si,0.027,514.0,2,1,0,2024,8,21,20.0
2024-08-21,T18_N1P2K2,,,,,,,,,,,,,,,,,,,,6.34,29.8,26.3,28.8,56.0,Si,0.139,579.0,1,2,2,2024,8,21,18.0
2024-08-21,T29_BIO N1P1K1,,,,,,,,,,,,,,,,,,,,6.31,24.7,26.7,29.2,56.4,Si,0.288,745.0,1,1,1,2024,8,21,29.0
2024-08-21,T25_N2P1K2,,,,,,,,,,,,,,,,,,,,6.18,33.9,26.7,29.2,55.3,Si,0.056,261.0,2,1,2,2024,8,21,25.0
2024-08-21,T19_N2P0K0,,,,,,,,,,,,,,,,,,,,6.38,26.7,26.3,28.9,55.6,Si,0.062,238.0,2,0,0,2024,8,21,19.0
2024-08-21,T2_N0P1K0,,,,,,,,,,,,,,,,,,,,6.33,24.6,25.9,28.6,57.7,Si,0.038,257.0,0,1,0,2024,8,21,2.0
2024-08-21,T6_N0P1K1,,,,,,,,,,,,,,,,,,,,6.4,23.6,25.5,28.1,57.1,Si,0.209,261.0,0,1,1,2024,8,21,6.0
2024-08-21,T17_N1P2K1,,,,,,,,,,,,,,,,,,,,6.31,23.4,25.1,27.8,56.4,Si,0.067,278.0,1,2,1,2024,8,21,17.0
2024-08-21,T11_N1P1K0,,,,,,,,,,,,,,,,,,,,6.45,22.6,24.3,27.4,58.6,Si,0.038,245.0,1,1,0,2024,8,21,11.0
2024-08-21,T8_N0P2K1,,,,,,,,,,,,,,,,,,,,6.45,29.2,24.3,27.2,60.5,Si,0.064,573.0,0,2,1,2024,8,21,8.0
2024-08-21,T9_N0P2K2,71.0,45.9,,,,,5.9,4000.0,,46.0,2000.0,13.99,6.9,17.0,,4.0,24.0,0.151,,6.45,23.8,24.7,27.3,61.4,Si,0.06,615.0,0,2,2,2024,8,21,9.0
2024-08-21,T13_N1P0K1,72.0,41.6,,,,,5.8,4100.0,,72.0,2000.0,12.25,6.8,14.0,,3.0,16.0,0.117,,6.39,29.0,25.5,27.6,62.9,Si,0.114,800.0,1,0,1,2024,8,21,13.0
2024-08-21,T26_N2P2K1,72.0,47.5,,,,,5.8,3600.0,,54.0,2000.0,14.44,7.0,21.0,,2.0,56.0,0.353,,6.49,21.9,25.9,28.0,56.3,Si,0.284,287.0,2,2,1,2024,8,21,26.0
2024-08-21,T16_N1P1K2,73.0,48.3,,,,,6.0,3700.0,,43.0,2000.0,11.79,7.1,16.0,,3.0,19.0,0.054,,6.57,27.5,25.5,28.4,58.2,Si,0.386,761.0,1,1,2,2024,8,21,16.0
2024-08-21,T10_N1P0K0,68.0,50.0,,,,,6.1,3400.0,,39.0,1900.0,13.66,6.8,43.0,,11.0,210.0,0.541,,6.34,19.5,28.5,31.7,47.6,Si,0.025,345.0,1,0,0,2024,8,21,10.0
2024-08-21,T22_N2P0K1,57.0,48.8,,,,,6.0,3600.0,,41.0,1900.0,13.36,7.0,11.0,,2.0,25.0,0.15,,6.4,27.6,26.7,29.5,53.9,Si,0.159,805.0,2,0,1,2024,8,21,22.0
2024-08-21,T12_N1P2K0,73.0,49.9,,,,,5.8,3400.0,,52.0,1300.0,12.87,7.2,18.0,,3.0,42.0,0.229,,6.46,22.1,27.1,29.8,53.3,Si,0.325,815.0,1,2,0,2024,8,21,12.0
2024-08-21,T28_BIO-N0P0K0,64.5,48.7,,,,,5.9,3400.0,,41.0,1500.0,13.35,6.8,7.0,,0.5,20.0,0.078,,6.31,23.9,27.4,29.6,51.4,Si,0.052,250.0,0,0,0,2024,8,21,28.0
2024-08-21,T1_N0P0K0,70.0,45.1,,,,,5.8,3600.0,,40.0,2100.0,13.59,6.8,5.0,,0.5,18.0,0.047,,6.48,30.9,26.6,29.3,52.2,Si,0.108,235.0,0,0,0,2024,8,21,1.0
2024-08-21,T14_N1P0K2,62.0,45.6,,,,,5.9,3600.0,,50.0,2600.0,11.87,6.8,15.0,,3.0,20.0,0.086,,6.44,27.8,26.2,28.9,51.7,Si,0.191,176.0,1,0,2,2024,8,21,14.0
2024-08-21,T5_N0P0K2,71.0,48.0,,,,,5.8,3400.0,,42.0,2400.0,12.9,6.0,44.0,,9.0,340.0,0.868,,6.45,20.6,25.8,28.6,54.6,Si,0.398,265.0,0,0,2,2024,8,21,5.0
2024-08-21,T30_BIO N2P2K2,73.0,49.0,,,,,5.9,3500.0,,39.0,2700.0,13.19,6.6,98.0,,9.0,190.0,0.846,,6.49,20.7,25.8,28.6,54.3,Si,0.109,823.0,2,2,2,2024,8,21,30.0
2024-08-21,T3_N0P2K0,63.0,50.9,,,,,5.9,2300.0,,34.0,1100.0,10.48,7.2,33.0,,5.0,51.0,0.312,,6.49,24.7,25.8,28.7,54.6,Si,0.135,643.0,0,2,0,2024,8,21,3.0
2024-08-21,T7_N0P1K2,58.5,50.4,,,,,5.8,3600.0,,48.0,2700.0,12.5,6.7,41.0,,7.0,200.0,0.333,,6.41,22.4,26.5,29.0,56.3,Si,0.083,809.0,0,1,2,2024,8,21,7.0
2024-08-21,T21_N2P2K0,68.0,48.1,,,,,5.9,3300.0,,44.0,1800.0,12.17,6.9,14.0,,4.0,33.0,0.148,,6.5,21.6,27.0,29.4,55.4,Si,0.05,742.0,2,2,0,2024,8,21,21.0
2024-08-21,T23_N2P0K2,75.0,48.6,1.0,,,,5.7,3600.0,,43.0,2300.0,13.22,6.0,47.0,,10.0,320.0,0.938,,6.58,21.3,27.4,29.7,50.0,Si,0.116,676.0,2,0,2,2024,8,21,23.0
2024-08-21,T20_N2P1K0,66.5,51.3,,,,,5.7,3200.0,,37.0,2300.0,13.58,6.7,28.0,,7.0,140.0,0.328,,6.44,18.8,27.4,29.9,52.8,Si,0.198,761.0,2,1,0,2024,8,21,20.0
2024-08-21,T18_N1P2K2,70.0,50.9,,,,,6.0,3300.0,,41.0,1400.0,11.43,6.4,51.0,,8.0,280.0,0.809,,6.52,19.9,27.8,30.1,49.6,Si,0.155,770.0,1,2,2,2024,8,21,18.0
2024-08-21,T6_N0P1K1,71.0,47.1,,,,,5.8,3300.0,,37.0,2700.0,13.6,6.7,26.0,,7.0,130.0,0.358,,6.32,23.1,27.8,30.5,52.9,Si,0.102,783.0,0,1,1,2024,8,21,6.0
2024-08-21,T17_N1P2K1,65.0,49.4,,,,,5.7,3400.0,,42.0,2100.0,14.21,7.3,36.0,,10.0,63.0,0.303,,6.47,16.9,27.8,30.9,50.9,Si,0.146,754.0,1,2,1,2024,8,21,17.0
2024-08-21,T25_N2P1K2,53.0,48.6,,,,,5.8,3000.0,,32.0,1700.0,12.94,6.7,48.0,,10.0,86.0,0.382,,6.43,18.7,29.0,31.4,47.2,Si,0.533,729.0,2,1,2,2024,8,21,25.0
2024-08-21,T29_BIO N1P1K1,60.0,48.8,,,,,6.0,3300.0,,36.0,2100.0,11.25,6.9,10.0,,2.0,54.0,0.161,,6.37,23.2,29.4,31.6,45.3,Si,0.542,868.0,1,1,1,2024,8,21,29.0
2024-08-21,T2_N0P1K0,67.0,47.7,,,,,5.9,3500.0,,39.0,3000.0,14.32,7.0,8.0,,2.0,38.0,0.091,,6.34,19.5,29.1,31.6,45.0,Si,0.328,631.0,0,1,0,2024,8,21,2.0
2024-08-21,T19_N2P0K0,54.0,49.4,,,,,6.0,3300.0,,38.0,2600.0,13.3,6.8,21.0,,4.0,110.0,0.271,,6.29,23.4,29.0,31.1,46.2,Si,0.171,783.0,2,0,0,2024,8,21,19.0
2024-08-21,T8_N0P2K1,67.0,44.7,,,,,6.0,3600.0,,43.0,2900.0,13.9,6.4,25.0,,8.0,150.0,0.44,,6.4,21.2,29.4,30.8,47.9,Si,0.328,787.0,0,2,1,2024,8,21,8.0
2024-08-21,T15_N1P1K1,61.0,49.3,,,,,5.8,3300.0,,42.0,2300.0,13.96,6.4,18.0,,5.0,170.0,0.722,,6.34,16.2,29.4,30.7,48.3,Si,0.283,787.0,1,1,1,2024,8,21,15.0
2024-08-21,T24_N2P1K1,65.0,47.0,,,,,5.8,3400.0,,41.0,2300.0,14.56,5.5,56.0,,8.0,230.0,0.653,,6.41,22.7,29.4,30.9,45.7,Si,0.401,823.0,2,1,1,2024,8,21,24.0
2024-08-21,T11_N1P1K0,71.0,46.7,,,,,5.8,3300.0,,45.0,3000.0,13.71,6.6,58.0,,20.0,160.0,0.59,,6.16,24.9,29.6,31.6,44.5,Si,0.222,829.0,1,1,0,2024,8,21,11.0
2024-08-21,T27_N2P2K2,65.0,48.8,,,,,6.0,2900.0,,32.0,2500.0,11.09,6.8,27.0,,6.0,70.0,0.258,,6.34,21.1,29.6,31.8,43.9,Si,0.275,693.0,2,2,2,2024,8,21,27.0
2024-08-21,T4_N0P0K1,65.0,51.2,,,,,5.9,3200.0,,32.0,2400.0,13.19,6.7,49.0,,8.0,110.0,0.494,,6.3,17.8,28.8,31.8,46.5,Si,0.122,633.0,0,0,1,2024,8,21,4.0
2024-08-27,T27_N2P2K2,89.0,51.3,0.0,,,,5.75,3550.0,565.0,38.5,2000.0,10.65,6.4,99.33333333333331,130.0,20.67,236.67,0.785,,6.46,14.2,24.8,26.1,61.4,Si,0.08,315.0,2,2,2,2024,8,27,27.0
2024-08-27,T24_N2P1K1,85.0,54.0,2.0,,,,5.99,4350.0,220.5,60.5,2850.0,13.68,6.5,26.5,370.0,3.0,83.0,0.285,,6.46,13.4,24.8,26.6,63.6,Si,0.0,398.0,2,1,1,2024,8,27,24.0
2024-08-27,T4_N0P0K1,73.0,51.0,2.0,,,,6.01,3600.0,260.0,57.5,2000.0,11.0,6.2,24.666666666666668,120.0,6.5,130.0,0.298,,6.49,18.1,25.6,27.0,62.3,Si,0.0,377.0,0,0,1,2024,8,27,4.0
2024-08-27,T15_N1P1K1,92.0,52.2,2.0,,,,6.07,4050.0,78.0,47.0,3600.0,11.82,6.1,50.5,105.0,16.0,205.0,0.561,,6.45,17.3,26.4,27.6,56.7,Si,0.0,346.0,1,1,1,2024,8,27,15.0
2024-08-27,T9_N0P2K2,73.0,50.2,0.0,,,,5.91,3800.0,230.0,43.0,3000.0,12.32,6.68,70.5,155.0,6.67,163.3,0.553,,6.53,16.7,26.4,28.1,54.4,Si,0.013,396.0,0,2,2,2024,8,27,9.0
2024-08-27,T13_N1P0K1,83.5,48.9,2.0,,,,5.9,4050.0,130.0,42.5,3000.0,13.01,6.7,23.5,255.0,7.5,61.33,0.117,,6.53,12.1,26.4,28.5,50.3,Si,0.0,117.0,1,0,1,2024,8,27,13.0
2024-08-27,T22_N2P0K1,102.0,50.6,2.0,,,,5.91,3650.0,180.0,42.0,2350.0,11.65,7.23,62.0,93.66666666666669,16.0,135.0,0.524,,6.71,16.2,26.0,28.7,44.9,Si,0.038,510.0,2,0,1,2024,8,27,22.0
2024-08-27,T10_N1P0K0,89.0,49.5,0.0,,,,6.23,3550.0,190.5,33.0,2700.0,11.75,6.66,13.0,150.0,4.0,60.5,0.25,,6.47,19.4,26.0,29.0,46.3,Si,0.009,527.0,1,0,0,2024,8,27,10.0
2024-08-27,T28_BIO-N0P0K0,87.0,49.8,0.0,,,,6.04,3500.0,370.5,36.0,3000.0,11.13,6.51,19.5,110.0,7.5,205.0,0.432,,6.45,25.3,26.8,28.9,43.3,Si,0.066,161.0,0,0,0,2024,8,27,28.0
2024-08-27,T12_N1P2K0,80.0,51.6,0.0,,,,6.03,4050.0,320.5,56.5,2450.0,12.76,6.85,96.0,155.0,31.5,220.0,0.823,,6.47,16.1,26.4,28.9,46.9,Si,0.043,566.0,1,2,0,2024,8,27,12.0
2024-08-27,T26_N2P2K1,79.0,49.6,1.0,,,,6.02,3500.0,360.0,40.5,2250.0,10.69,7.04,97.0,170.0,36.0,245.0,0.999,,6.4,20.3,26.4,28.9,39.9,Si,0.0,106.0,2,2,1,2024,8,27,26.0
2024-08-27,T16_N1P1K2,85.0,49.1,5.0,,,,5.91,4000.0,150.5,50.5,3000.0,12.42,7.19,31.33,140.0,9.5,77.0,0.254,,6.43,24.0,26.4,28.8,45.8,Si,0.0,513.0,1,1,2,2024,8,27,16.0
2024-08-27,T1_N0P0K0,84.0,52.3,1.0,,,,6.09,3700.0,120.0,41.0,2200.0,11.29,7.22,47.0,64.0,18.0,73.0,0.334,,6.35,22.2,26.4,28.7,42.8,Si,0.021,476.0,0,0,0,2024,8,27,1.0
2024-08-27,T14_N1P0K2,73.0,51.3,0.0,,,,6.03,3700.0,230.0,43.0,3000.0,11.12,6.3,21.0,77.5,4.5,87.5,0.295,,6.52,23.3,26.4,28.6,46.7,Si,0.149,494.0,1,0,2,2024,8,27,14.0
2024-08-27,T7_N0P1K2,68.0,47.0,0.0,,,,5.83,4350.0,58.0,65.5,2250.0,14.47,6.86,14.0,260.0,3.0,27.0,0.118,,6.36,22.6,26.8,28.5,40.3,Si,0.045,549.0,0,1,2,2024,8,27,7.0
2024-08-27,T3_N0P2K0,92.0,45.1,1.0,,,,5.9,3750.0,48.5,37.5,2200.0,11.71,6.89,5.0,44.5,3.0,22.5,0.083,,6.37,18.4,27.2,28.5,46.7,Si,0.009,427.0,0,2,0,2024,8,27,3.0
2024-08-27,T23_N2P0K2,82.0,50.6,0.0,,,,6.11,3900.0,560.0,43.0,3600.0,11.86,5.54,98.0,110.0,12.0,675.0,1.55,,6.24,27.5,28.0,28.6,48.2,Si,0.137,633.0,2,0,2,2024,8,27,23.0
2024-08-27,T21_N2P2K0,82.0,47.1,1.0,,,,6.04,4000.0,205.0,46.0,3500.0,12.38,6.49,26.5,120.0,7.5,145.0,0.274,,6.31,24.6,27.6,28.6,49.3,Si,0.207,566.0,2,2,0,2024,8,27,21.0
2024-08-27,T5_N0P0K2,82.5,52.3,3.0,,,,6.12,3850.0,160.0,46.0,3000.0,12.91,6.3,0.5,235.0,2.0,84.0,0.165,,6.39,20.7,26.8,28.6,50.2,Si,0.162,555.0,0,0,2,2024,8,27,5.0
2024-08-27,T30_BIO N2P2K2,83.0,46.9,0.0,,,,5.86,3900.0,340.0,46.0,3300.0,12.72,6.01,62.5,170.0,7.5,265.0,0.623,,6.4,28.5,26.8,29.0,49.2,Si,0.18,533.0,2,2,2,2024,8,27,30.0
2024-08-27,T20_N2P1K0,93.0,55.1,4.0,,,,5.92,3850.0,32.0,41.0,2800.0,11.63,6.88,0.5,110.0,0.5,10.5,0.017,,6.35,22.0,26.8,29.5,50.4,Si,0.023,554.0,2,1,0,2024,8,27,20.0
2024-08-27,T18_N1P2K2,83.0,52.1,0.0,,,,5.95,3300.0,16.0,42.0,1800.0,11.06,7.06,0.5,265.0,0.5,11.0,0.02,,6.38,20.5,27.2,29.7,50.0,Si,0.055,566.0,1,2,2,2024,8,27,18.0
2024-08-27,T29_BIO N1P1K1,91.0,49.9,1.0,,,,6.01,3900.0,44.0,40.0,2600.0,11.62,7.11,5.0,135.0,3.0,18.5,0.049,,6.34,36.1,28.0,30.0,50.9,Si,0.11,593.0,1,1,1,2024,8,27,29.0
2024-08-27,T25_N2P1K2,82.0,52.0,2.0,,,,6.01,3800.0,130.0,45.0,3500.0,11.96,7.14,140.0,120.0,53.0,275.0,0.871,,6.34,33.1,28.4,30.3,52.7,Si,0.288,638.0,2,1,2,2024,8,27,25.0
2024-08-27,T19_N2P0K0,83.0,52.6,2.0,,,,6.03,3250.0,155.0,33.5,3000.0,10.74,6.41,4.5,96.0,3.0,44.0,0.237,,6.24,35.3,29.2,30.7,53.5,Si,0.197,578.0,2,0,0,2024,8,27,19.0
2024-08-27,T2_N0P1K0,87.0,51.7,1.0,,,,6.27,3700.0,82.66666666666667,36.5,3200.0,11.32,6.66,0.5,335.0,0.5,27.0,0.116,,6.42,31.0,29.6,31.1,53.0,Si,0.539,585.0,0,1,0,2024,8,27,2.0
2024-08-27,T6_N0P1K1,92.0,50.5,3.0,,,,6.02,3800.0,215.0,37.0,3500.0,11.53,6.45,12.5,72.5,3.0,175.0,0.356,,6.33,22.6,29.2,31.1,49.4,Si,0.108,549.0,0,1,1,2024,8,27,6.0
2024-08-27,T17_N1P2K1,87.0,48.4,0.0,,,,5.95,3600.0,280.0,37.0,2400.0,10.91,6.57,110.0,150.0,18.0,315.0,0.877,,6.55,20.6,28.4,30.6,48.1,Si,0.199,620.0,1,2,1,2024,8,27,17.0
2024-08-27,T11_N1P1K0,84.0,49.3,2.0,,,,6.04,4250.0,120.0,40.5,3550.0,13.14,6.7,9.0,79.5,3.0,84.5,0.218,,6.36,33.4,28.0,29.9,53.4,Si,0.254,154.0,1,1,0,2024,8,27,11.0
2024-08-27,T8_N0P2K1,96.0,50.8,2.0,,,,5.87,4100.0,100.0,38.0,2400.0,12.78,6.72,12.5,140.0,4.5,125.0,282.0,,6.28,22.2,27.6,29.5,54.6,Si,0.065,271.0,0,2,1,2024,8,27,8.0
2024-08-27,T9_N0P2K2,,,,,,,,,,,,,,,,,,,,6.35,26.2,28.4,29.4,55.7,Si,0.393,676.0,0,2,2,2024,8,27,9.0
2024-08-27,T13_N1P0K1,,,,,,,,,,,,,,,,,,,,6.39,32.1,30.0,29.5,57.2,Si,0.282,731.0,1,0,1,2024,8,27,13.0
2024-08-27,T26_N2P2K1,,,,,,,,,,,,,,,,,,,,6.41,33.5,29.2,29.9,53.6,Si,0.287,697.0,2,2,1,2024,8,27,26.0
2024-08-27,T16_N1P1K2,,,,,,,,,,,,,,,,,,,,6.32,31.5,28.8,30.0,54.9,Si,0.196,697.0,1,1,2,2024,8,27,16.0
2024-08-27,T10_N1P0K0,,,,,,,,,,,,,,,,,,,,6.6,29.3,28.8,30.3,53.5,Si,0.537,703.0,1,0,0,2024,8,27,10.0
2024-08-27,T22_N2P0K1,,,,,,,,,,,,,,,,,,,,6.38,24.3,28.8,30.4,51.9,Si,0.149,684.0,2,0,1,2024,8,27,22.0
2024-08-27,T12_N1P2K0,,,,,,,,,,,,,,,,,,,,6.42,29.0,28.8,30.4,54.6,Si,0.241,671.0,1,2,0,2024,8,27,12.0
2024-08-27,T28_BIO-N0P0K0,,,,,,,,,,,,,,,,,,,,6.37,18.8,28.8,30.4,51.1,Si,0.193,666.0,0,0,0,2024,8,27,28.0
2024-08-27,T1_N0P0K0,,,,,,,,,,,,,,,,,,,,6.39,30.4,29.2,30.2,54.2,Si,0.223,666.0,0,0,0,2024,8,27,1.0
2024-08-27,T14_N1P0K2,,,,,,,,,,,,,,,,,,,,6.52,28.7,29.2,30.4,53.6,Si,0.532,664.0,1,0,2,2024,8,27,14.0
2024-08-27,T5_N0P0K2,,,,,,,,,,,,,,,,,,,,6.36,22.6,30.0,30.5,51.3,Si,0.173,709.0,0,0,2,2024,8,27,5.0
2024-08-27,T30_BIO N2P2K2,,,,,,,,,,,,,,,,,,,,6.36,33.1,30.3,30.5,54.4,Si,0.172,716.0,2,2,2,2024,8,27,30.0
2024-08-27,T3_N0P2K0,,,,,,,,,,,,,,,,,,,,6.33,26.6,29.2,30.8,55.5,Si,0.279,702.0,0,2,0,2024,8,27,3.0
